,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price
1093,"439 E Locust StreetDrexel, MO 64742","3Bedrms2Full Bath(s)0Half Bath(s)1,500SqftBuilt in19700.5AcresSingle Family",1500,0.5,3,2,0,179500
1094,"502 Oakwood StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,307SqftBuilt in1998Single Family",1307,0.2,3,2,1,179500
1095,"1505 Maple LanePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,404SqftBuilt in1993Single Family",1404,0.2,3,2,1,179900
1096,"16724 Hardee StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,659SqftBuilt in1978Single Family",1659,0.25,3,2,1,179900
1097,"208 Blackberry CircleArchie, MO 64725","3Bedrms2Full Bath(s)0Half Bath(s)1,480SqftSingle Family",1480,0.2,3,2,0,179900
1098,"704 Harvey StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,289SqftBuilt in1930Single Family",1289,0.2,3,2,0,179950
1099,"606 Birch StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,866SqftBuilt in1993Single Family",1866,0.25,4,3,0,180000
1100,"502 S Monroe StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,321SqftBuilt in1980Single Family",1321,0.2,3,2,1,180000
1101,"403 Airway CircleBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,874SqftBuilt in1988Single Family",1874,0.25,4,2,1,180000
1102,"1201 Lexington RoadPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,360SqftBuilt in1968Single Family",1360,0.2,3,2,0,180000
1103,"305 S Jackson StreetArchie, MO 64725","4Bedrms2Full Bath(s)1Half Bath(s)1,918SqftBuilt in2005Single Family",1918,0.25,4,2,1,180000
1104,"118 W Calico DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,340SqftBuilt in1992Single Family",1340,0.2,3,2,0,180000
1105,"425 Rachael CircleRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,400SqftBuilt in2001Single Family",1400,0.2,3,2,0,180000
1106,"1302 Lee LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,543SqftBuilt in1987Single Family",1543,0.25,3,2,0,180000
1107,"216 N Park DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,825SqftBuilt in1962Single Family",1825,0.25,3,2,1,180000
1108,"29600 Old Highway 7Garden City, MO 64747","2Bedrms2Full Bath(s)0Half Bath(s)2,262SqftBuilt in1971Single Family",2262,0.35,2,2,0,180000
1109,"405 N Cleveland AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,772SqftBuilt in1974Single Family",1772,0.25,3,2,1,180000
1110,"304 Chadwick StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)2,056SqftBuilt in1970Single Family",2056,0.35,3,2,0,180000
1111,"330 Shenandoah DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,470SqftBuilt in2001Single Family",1470,0.2,3,2,0,180000
1112,"16005 Speaker AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)2,224SqftBuilt in1972Single Family",2224,0.35,3,2,0,181000
1113,"37105 E State Route N HighwayGarden City, MO 64747","4Bedrms2Full Bath(s)0Half Bath(s)1,512SqftBuilt in20015.2AcresSingle Family",1512,5.2,4,2,0,181000
1114,"807 N Halsey AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,400SqftBuilt in1992Single Family",1400,0.2,3,2,0,181000
1115,"111 Monroe AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,794SqftSingle Family",1794,0.25,3,2,1,181900
1116,"15701 Terry AvenueBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,632SqftBuilt in2000Single Family",1632,0.25,3,3,0,182000
1117,"802 Golden CourtBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,260SqftBuilt in1999Single Family",1260,0.2,3,2,0,182000
1118,"8208 E 166th StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,656SqftBuilt in1975Single Family",1656,0.25,3,2,1,182500
1119,"208 N Huntsman BoulevardRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,344SqftBuilt in1980Single Family",1344,0.2,3,2,0,182500
1120,"17607 E 227th StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,370SqftBuilt in1960Single Family",1370,0.2,3,2,0,183000
1121,"16011 Hight AvenueBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,460SqftBuilt in19850.36AcresSingle Family",1460,0.36,3,3,0,183000
1122,"207 W Heritage DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,995SqftBuilt in1988Single Family",1995,0.25,3,3,0,183000
1123,"113 N Cleveland AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,080SqftBuilt in1970Single Family",2080,0.35,3,2,1,183000
1124,"21307 SE Clover Hills DriveCleveland, MO 64734","3Bedrms2Full Bath(s)1Half Bath(s)1,732SqftBuilt in19774AcresSingle Family",1732,4,3,2,1,183000
1125,"219 Walnut StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,958SqftBuilt in1905Single Family",1958,0.25,3,2,1,184000
1126,"410 Mill StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,152SqftBuilt in19000.67AcresSingle Family",1152,0.67,3,2,0,184000
1127,"902 N King AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,638SqftBuilt in1980Single Family",2638,0.35,3,2,1,184000
1128,"16315 McKinley StreetBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,648SqftBuilt in1984Single Family",1648,0.25,3,3,0,184000
1129,"121 S Pelham PathRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,134SqftBuilt in1995Single Family",1134,0.2,3,2,0,184000
1130,"308 Johnston DriveRaymore, MO 64083","3Bedrms2Full Bath(s)2Half Bath(s)2,063SqftBuilt in1973Single Family",2063,0.35,3,2,2,184000
1131,"407 Kimberly DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,098SqftBuilt in1991Single Family",2098,0.35,4,3,0,184000
1132,"816 S Park DriveRaymore, MO 64083","2Bedrms2Full Bath(s)1Half Bath(s)2,724SqftBuilt in1994Single Family",2724,0.35,2,2,1,184900
1133,"8303 Hardee CourtBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)2,000SqftSingle Family",2000,0.35,3,2,0,184900
1134,"1410 Jay StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)2,008SqftBuilt in1995Single Family",2008,0.35,3,2,0,185000
1135,"8001 Bel Ray DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,558SqftBuilt in1970Single Family",1558,0.25,3,2,1,185000
1136,"1601 Cody DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,585SqftBuilt in1997Single Family",1585,0.25,3,2,1,185000
1137,"422 Rachael CircleRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,340SqftBuilt in2001Single Family",1340,0.2,3,2,0,185000
1138,"204 W Washington StreetHarrisonville, MO 64701","4Bedrms2Full Bath(s)1Half Bath(s)1,848SqftBuilt in1910Single Family",1848,0.25,4,2,1,185000
1139,"626 N Crest DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,821SqftBuilt in1997Single Family",1821,0.25,3,2,1,185000
1140,"301 Missouri AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,310SqftBuilt in2019Single Family",1310,0.2,3,2,0,185000
1141,"1005 Lincoln StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,937SqftBuilt in1998Single Family",1937,0.25,3,2,1,185000
1142,"809 N Patton StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)1,909SqftBuilt in1991Single Family",1909,0.25,3,3,0,185000
1143,"600 Valley ViewRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,716SqftSingle Family",1716,0.25,3,2,0,185000
1144,"711 Country LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,400SqftBuilt in20010AcresSingle Family",1400,0.25,3,2,0,185000
1145,"8001 E Peek RoadPeculiar, MO 64078","3Bedrms1Full Bath(s)0Half Bath(s)1,248SqftBuilt in19702.4AcresSingle Family",1248,2.4,3,1,0,185000
1146,"506 S Harrison AvenueRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,525SqftBuilt in19810.39AcresSingle Family",1525,0.39,3,2,1,185000
1147,"619 Meadow LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,272SqftBuilt in1997Single Family",1272,0.2,3,2,0,185000
1148,"154 Jamar StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,680SqftBuilt in1977Single Family",1680,0.25,4,3,0,185000
1149,"1923 Chestnut DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,734SqftBuilt in1995Single Family",1734,0.25,3,2,1,185000
1150,"909 Minnie AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,624SqftBuilt in1993Single Family",1624,0.25,3,2,0,185950
1151,"409 W Sunrise DriveBelton, MO 64012","4Bedrms2Full Bath(s)0Half Bath(s)1,530SqftBuilt in1995Single Family",1530,0.25,4,2,0,186000
1152,"203 N Pacific CourtRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,499SqftBuilt in1996Single Family",1499,0.2,3,2,0,186000
1153,"601 Concord StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,728SqftSingle Family",1728,0.25,3,2,1,187000
1154,"1021 Carlisle DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,400SqftSingle Family",1400,0.2,3,2,0,187000
1155,"701 Kenneth LaneBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,316SqftBuilt in1988Single Family",1316,0.2,3,2,0,187000
1156,"116 W Calico DriveRaymore, MO 64083","4Bedrms2Full Bath(s)0Half Bath(s)1,218SqftBuilt in1992Single Family",1218,0.2,4,2,0,187000
1157,"615 W Sunrise DriveBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,810SqftBuilt in1978Single Family",1810,0.25,3,2,0,187000
1158,"510 South StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,028SqftSingle Family",2028,0.35,3,2,1,187380
1159,"7905 Bel Ray DriveBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,904SqftBuilt in1975Single Family",1904,0.25,3,3,0,187500
1160,"318 Hawthorne DriveBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)2,285SqftBuilt in1968Single Family",2285,0.35,4,2,1,187900
1161,"712 Locust StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,222SqftBuilt in2005Single Family",1222,0.2,3,2,0,188000
1162,"203 S Pelham PathRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)2,544SqftBuilt in1995Single Family",2544,0.35,3,2,0,188000
1163,"1700 Roberta DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,622SqftBuilt in19940.19AcresSingle Family",1622,0.19,3,2,1,188500
1164,"511 Concord StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,962SqftBuilt in1970Single Family",1962,0.25,3,2,0,188500
1165,"702 Hillcrest StreetPleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,354SqftBuilt in19960.28AcresSingle Family",2354,0.28,3,3,0,189000
1166,"122 E Calico DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,578SqftBuilt in1995Single Family",1578,0.25,3,2,1,189000
1167,"22004 Gracie DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,758SqftBuilt in2004Single Family",2758,0.35,3,2,1,189000
1168,"15706 Lawrence AvenueBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)2,209SqftBuilt in1993Single Family",2209,0.35,3,3,0,189200
1169,"112 E Remington TerraceRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,864SqftSingle Family",1864,0.25,3,3,0,189500
1170,"405 Baldwin StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,144SqftBuilt in1970Single Family",1144,0.2,3,2,0,189500
1171,"208 S Darrowby DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)2,220SqftBuilt in1996Single Family",2220,0.35,3,2,0,189500
1172,"200 Mill StreetBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,901SqftBuilt in1928Single Family",1901,0.25,4,3,0,189500
1173,"117 S Pelham PathRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,320SqftBuilt in1194Single Family",2320,0.35,3,2,1,189539
1174,"809 Cindy LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,284SqftBuilt in20030.33AcresSingle Family",1284,0.33,3,2,0,189750
1175,"112 Monroe AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,840SqftBuilt in1978Single Family",1840,0.25,3,2,0,189900
1176,"8301 E 166th StreetBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)2,620SqftBuilt in19740.32AcresSingle Family",2620,0.32,3,2,0,189900
1177,"608 Fairway RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,093SqftBuilt in20040.3AcresSingle Family",2093,0.3,3,2,1,189900
1178,"703 Oakwood StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,403SqftBuilt in2000Single Family",1403,0.2,3,2,0,190000
1179,"213 N Darrowby DriveRaymore, MO 64083","3Bedrms3Full Bath(s)1Half Bath(s)2,208SqftBuilt in1988Single Family",2208,0.35,3,3,1,190000
1180,"505 S Franklin StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,824SqftBuilt in1977Single Family",1824,0.25,3,2,1,190000
1181,"16411 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,687SqftBuilt in2000Single Family",1687,0.25,3,2,1,190000
1182,"1314 Hamilton StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,333SqftBuilt in20040.36AcresSingle Family",1333,0.36,3,2,1,190000
1183,"1615 W Pelham PathRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,608SqftBuilt in1993Single Family",1608,0.25,3,2,1,190000
1184,"508 Sunny LaneRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,912SqftBuilt in2000Single Family",2912,0.35,3,2,1,190000
1185,"2205 Kay StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)2Half Bath(s)3,438SqftBuilt in20030.27AcresSingle Family",3438,0.27,3,2,2,190000
1186,"93 E Beulah StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,620SqftBuilt in1998Single Family",1620,0.25,3,2,0,190000
1187,"600 N Jefferson StreetRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,824SqftBuilt in1986Single Family",1824,0.25,3,2,0,190000
1188,"1003 N King AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,400SqftBuilt in1994Single Family",1400,0.2,3,2,0,190000
1189,"1203 S Lexington StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,506SqftBuilt in2012Single Family",1506,0.25,3,2,0,190000
1190,"413 N Sunset RoadFreeman, MO 64746","4Bedrms2Full Bath(s)0Half Bath(s)1,581SqftBuilt in1960Single Family",1581,0.25,4,2,0,190000
1191,"22013 S Knight RoadPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,812SqftBuilt in19603.96AcresSingle Family",1812,3.96,3,2,0,190000
1192,"8213 E 256th StreetFreeman, MO 64746","3Bedrms2Full Bath(s)0Half Bath(s)1,800SqftSingle Family",1800,0.25,3,2,0,190000
1193,"21911 Gracie DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,015SqftBuilt in20050.26AcresSingle Family",2015,0.26,3,2,1,191000
1194,"208 Dawn AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,649SqftBuilt in1990Single Family",1649,0.25,3,2,1,191000
1195,"310 Shenandoah DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,720SqftBuilt in2000Single Family",1720,0.25,3,2,0,191000
1196,"808 Heather DriveBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,688SqftBuilt in1989Single Family",1688,0.25,4,2,1,191500
1197,"702 Horseshoe DrivePleasant Hill, MO 64080","4Bedrms2Full Bath(s)0Half Bath(s)2,526SqftBuilt in1995Single Family",2526,0.35,4,2,0,191500
1198,"712 Lark StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,768SqftBuilt in1990Single Family",2768,0.35,3,3,0,192000
1199,"8004 E 221st StreetPeculiar, MO 64078","2Bedrms1Full Bath(s)1Half Bath(s)1,248SqftBuilt in2003Single Family",1248,0.2,2,1,1,192000
1200,"1101 Carlisle DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,596SqftBuilt in2007Single Family",1596,0.25,3,2,0,192000
1201,"218 S Monroe StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,500SqftBuilt in1996Single Family",1500,0.25,3,2,1,192000
1202,"1320 Maple LanePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,316SqftBuilt in1994Single Family",2316,0.35,3,3,0,192000
1203,"319 S Pelham StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,150SqftBuilt in1997Single Family",1150,0.2,4,2,1,192000
1204,"504 Cottage LaneHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,420SqftBuilt in2005Single Family",1420,0.2,3,2,0,192000
1205,"833 Bristol DriveRaymore, MO 64083","2Bedrms1Full Bath(s)1Half Bath(s)1,795SqftBuilt in2002Single Family",1795,0.25,2,1,1,192000
1206,"138 Cindy LanePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,334SqftBuilt in19791.15AcresSingle Family",1334,1.15,3,2,1,192500
1207,"1710 Johnston DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,733SqftBuilt in1998Single Family",1733,0.25,3,2,1,193000
1208,"517 Buena Vista DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,112SqftBuilt in1986Single Family",2112,0.35,4,3,0,193000
1209,"304 W Washington StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)2,312SqftBuilt in1910Single Family",2312,0.35,3,3,0,193000
1210,"522 Johnston ParkwayRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,390SqftBuilt in2004Single Family",1390,0.2,3,2,1,193000
1211,"517 N Jefferson StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,038SqftBuilt in1987Single Family",2038,0.35,3,3,0,193500
1212,"19418 S Sherwood RoadPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,296Sqft3AcresSingle Family",1296,3,3,2,0,193500
1213,"609 Valley View DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,235SqftBuilt in1992Single Family",1235,0.2,3,2,0,194000
1214,"10215 E 220th StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,264SqftBuilt in1998Single Family",2264,0.35,3,2,1,194000
1215,"417 S Pelham PathRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,522SqftBuilt in1997Single Family",1522,0.25,3,2,0,194000
1216,"1701 Kimberwick CourtRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,192SqftBuilt in1992Single Family",1192,0.2,3,2,0,194400
1217,"2004 Continental AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,842SqftBuilt in1972Single Family",1842,0.25,3,2,1,194850
1218,"1602 Shelby DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,358SqftBuilt in1998Single Family",1358,0.2,3,2,0,194900
1219,"915 Glengera StreetPeculiar, MO 64078","2Bedrms2Full Bath(s)0Half Bath(s)1,454SqftBuilt in1996Single Family",1454,0.2,2,2,0,194900
1220,"804 Derby StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,900SqftBuilt in2003Single Family",1900,0.25,3,2,1,195000
1221,"131 N Highland DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,744SqftBuilt in1995Single Family",2744,0.35,3,2,1,195000
1222,"505 Concord StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,980SqftBuilt in1968Single Family",1980,0.25,3,2,1,195000
1223,"25520 S State Route KHarrisonville, MO 64701","2Bedrms1Full Bath(s)1Half Bath(s)1,134SqftBuilt in199310AcresSingle Family",1134,10,2,1,1,195000
1224,"203 N Murphy DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,398SqftBuilt in1976Single Family",2398,0.35,3,3,0,195000
1225,"412 Timbercreek DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,796SqftBuilt in2006Single Family",1796,0.25,3,2,1,195000
1226,"521 Timbercreek DriveBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,871SqftBuilt in1992Single Family",1871,0.25,3,3,0,195000
1227,"16417 Richmond AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,532SqftBuilt in2006Single Family",1532,0.25,3,2,0,195000
1228,"900 OakwoodHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,544SqftBuilt in2003Single Family",1544,0.25,3,2,0,195000
1229,"512 Fall Creek DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,816SqftBuilt in2007Single Family",1816,0.25,3,2,1,195000
1230,"1610 Stasi DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,820SqftBuilt in1996Single Family",1820,0.25,3,2,1,195000
1231,"302 W Mechanic StreetHarrisonville, MO 64701","4Bedrms2Full Bath(s)0Half Bath(s)2,800SqftBuilt in1900Single Family",2800,0.35,4,2,0,195000
1232,"1603 Roberta DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,676SqftBuilt in1994Single Family",1676,0.25,4,2,1,195000
1233,"508 Gunnar DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,796SqftBuilt in2009Single Family",1796,0.25,4,3,0,195000
1234,"814 Coventry LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,459SqftBuilt in2003Single Family",1459,0.2,3,2,0,195000
1235,"106 Breezeway LanePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,972SqftBuilt in1997Single Family",1972,0.25,3,2,1,195000
1236,"1601 Tyler DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,421SqftBuilt in1997Single Family",1421,0.2,3,2,1,195900
1237,"15902 Allen AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,900SqftBuilt in1965Single Family",1900,0.25,4,3,0,196000
1238,"3012 Younger DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,409SqftBuilt in1987Single Family",1409,0.2,3,2,1,196000
1239,"21912 Gracie DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,700SqftBuilt in2004Single Family",1700,0.25,3,2,1,196000
1240,"303 Monroe AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,896SqftBuilt in19860.2AcresSingle Family",1896,0.2,3,2,0,196000
1241,"11811 E 214th StreetPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,860SqftBuilt in20020.21AcresSingle Family",1860,0.21,4,2,1,196000
1242,"114 E Remington TerraceRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,412SqftBuilt in1995Single Family",1412,0.2,3,2,1,196000
1243,"213 E Foxwood DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,436SqftBuilt in19990.22AcresSingle Family",1436,0.22,3,2,1,196900
1244,"1604 Shelby DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,500SqftBuilt in1998Single Family",1500,0.25,3,2,0,197000
1245,"304 W Mechanic StreetHarrisonville, MO 64701","4Bedrms2Full Bath(s)1Half Bath(s)3,032SqftBuilt in19300.32AcresSingle Family",3032,0.32,4,2,1,197000
1246,"24219 S Treasure RoadPeculiar, MO 64078","4Bedrms2Full Bath(s)0Half Bath(s)1,700SqftBuilt in1930Single Family",1700,0.25,4,2,0,197000
1247,"707 Oakwood StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)2,145SqftBuilt in2000Single Family",2145,0.35,3,2,0,197000
1248,"15911 Ryan DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,534SqftBuilt in1997Single Family",1534,0.25,3,2,1,197000
1249,"16210 Spring Valley RoadBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,437SqftBuilt in1990Single Family",1437,0.2,4,2,1,197175
1250,"109 W 182nd StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,548SqftBuilt in2003Single Family",2548,0.35,3,2,1,197500
1251,"604 Cedar DriveRaymore, MO 64083","3Bedrms3Full Bath(s)1Half Bath(s)3,876SqftBuilt in1991Single Family",3876,0.5,3,3,1,197830
1252,"16001 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,280SqftBuilt in1994Single Family",1280,0.2,3,2,0,198000
